ID_DESTINO|TIPO_DESTINO|FECHA_LLAMADA|TOTAL_MINUTOS|TOTAL_LLAMADAS
1060|MOVIL-VOZ|17/12/23|4138|1605
1061|MOVIL-SMS|17/12/23|101|41
1066|MOVIL-SMS|17/12/23|246|123
1067|MOVIL-SMS|17/12/23|2|1
1067|MOVIL-SMS|17/12/23|2|1
1101|MOVIL-SMS|17/12/23|77|35
1101|MOVIL-SMS|17/12/23|77|35
1115|MOVIL-SMS|17/12/23|1143|509
1115|MOVIL-SMS|17/12/23|1143|509
123|MOVIL-VOZ|17/12/23|160|55
2|MOVIL-VOZ|18/12/23|4447987|2226091
1122|MOVIL-SMS|18/12/23|12|7
494|MOVIL-VOZ|18/12/23|396075|209018
494|MOVIL-VOZ|18/12/23|396075|209018
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
999|FIJO-VOZ|18/12/23|593888|269007
1001|MOVIL-SMS|18/12/23|72519|37888
1001|MOVIL-SMS|18/12/23|72519|37888
1001|MOVIL-SMS|18/12/23|72519|37888
1002|MOVIL-SMS|18/12/23|1432|763
1002|MOVIL-VOZ|18/12/23|1432|763
1011|FIJO-VOZ|18/12/23|36|9
1011|MOVIL-SMS|18/12/23|36|9
1022|MOVIL-VOZ|18/12/23|42260|17495
1049|MOVIL-VOZ|18/12/23|24168|11508
1059|MOVIL-VOZ|18/12/23|119401|55861
1060|MOVIL-VOZ|18/12/23|13973|6860
1061|MOVIL-SMS|18/12/23|368|111
1066|MOVIL-SMS|18/12/23|38|19
1067|MOVIL-SMS|18/12/23|1|1
1067|MOVIL-SMS|18/12/23|1|1
1101|MOVIL-SMS|18/12/23|344|169
1101|MOVIL-SMS|18/12/23|344|169
1113|MOVIL-SMS|18/12/23|8|4
1115|MOVIL-SMS|18/12/23|6553|1687
1115|MOVIL-SMS|18/12/23|6553|1687
123|MOVIL-VOZ|18/12/23|1826|366
2|MOVIL-VOZ|19/12/23|4527694|2293849
1122|MOVIL-SMS|19/12/23|42|13
494|MOVIL-VOZ|19/12/23|395473|210124
494|MOVIL-VOZ|19/12/23|395473|210124
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
999|FIJO-VOZ|19/12/23|608973|281876
1001|MOVIL-SMS|19/12/23|61342|32394
1001|MOVIL-SMS|19/12/23|61342|32394
1001|MOVIL-SMS|19/12/23|61342|32394
1002|MOVIL-SMS|19/12/23|1411|695
1002|MOVIL-VOZ|19/12/23|1411|695
1011|FIJO-VOZ|19/12/23|30|17
1011|MOVIL-SMS|19/12/23|30|17
1022|MOVIL-VOZ|19/12/23|39327|16484
1049|MOVIL-VOZ|19/12/23|24422|11745
1059|MOVIL-VOZ|19/12/23|123148|60187
1060|MOVIL-VOZ|19/12/23|14808|7418
1061|MOVIL-SMS|19/12/23|324|151
1066|MOVIL-SMS|19/12/23|424|212
1101|MOVIL-SMS|19/12/23|282|145
1101|MOVIL-SMS|19/12/23|282|145
1115|MOVIL-SMS|19/12/23|6113|1731
1115|MOVIL-SMS|19/12/23|6113|1731
123|MOVIL-VOZ|19/12/23|1575|360
2|MOVIL-VOZ|20/12/23|4571195|2371111
1122|MOVIL-SMS|20/12/23|16|7
494|MOVIL-VOZ|20/12/23|436092|251391
494|MOVIL-VOZ|20/12/23|436092|251391
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
999|FIJO-VOZ|20/12/23|609339|285307
1001|MOVIL-SMS|20/12/23|64278|33784
1001|MOVIL-SMS|20/12/23|64278|33784
1001|MOVIL-SMS|20/12/23|64278|33784
1002|MOVIL-SMS|20/12/23|2899|1499
1002|MOVIL-VOZ|20/12/23|2899|1499
1011|FIJO-VOZ|20/12/23|3|3
1011|MOVIL-SMS|20/12/23|3|3
1022|MOVIL-VOZ|20/12/23|37868|16478
1049|MOVIL-VOZ|20/12/23|26470|12769
1059|MOVIL-VOZ|20/12/23|121712|60233
1060|MOVIL-VOZ|20/12/23|14565|7139
1061|MOVIL-SMS|20/12/23|372|153
1066|MOVIL-SMS|20/12/23|396|198
1067|MOVIL-SMS|20/12/23|1|1
1067|MOVIL-SMS|20/12/23|1|1
1101|MOVIL-SMS|20/12/23|355|155
1101|MOVIL-SMS|20/12/23|355|155
1115|MOVIL-SMS|20/12/23|6225|1737
1115|MOVIL-SMS|20/12/23|6225|1737
123|MOVIL-VOZ|20/12/23|1759|334
2|MOVIL-VOZ|21/12/23|4493988|2374972
1122|MOVIL-SMS|21/12/23|20|8
494|MOVIL-VOZ|21/12/23|394077|213174
494|MOVIL-VOZ|21/12/23|394077|213174
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
999|FIJO-VOZ|21/12/23|597925|284847
1001|MOVIL-SMS|21/12/23|63379|33310
1001|MOVIL-SMS|21/12/23|63379|33310
1001|MOVIL-SMS|21/12/23|63379|33310
1002|MOVIL-SMS|21/12/23|1486|835
1002|MOVIL-VOZ|21/12/23|1486|835
1011|FIJO-VOZ|21/12/23|25|7
1011|MOVIL-SMS|21/12/23|25|7
1022|MOVIL-VOZ|21/12/23|37390|16074
1049|MOVIL-VOZ|21/12/23|25143|12653
1059|MOVIL-VOZ|21/12/23|118142|59418
1060|MOVIL-VOZ|21/12/23|14221|7266
1061|MOVIL-SMS|21/12/23|453|154
1066|MOVIL-SMS|21/12/23|370|185
1101|MOVIL-SMS|21/12/23|323|173
1101|MOVIL-SMS|21/12/23|323|173
1113|MOVIL-SMS|21/12/23|5|4
1115|MOVIL-SMS|21/12/23|5308|1626
1115|MOVIL-SMS|21/12/23|5308|1626
123|MOVIL-VOZ|21/12/23|1839|399
2|MOVIL-VOZ|22/12/23|4023399|2110715
1122|MOVIL-SMS|22/12/23|64|22
494|MOVIL-VOZ|22/12/23|368726|205611
494|MOVIL-VOZ|22/12/23|368726|205611
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
999|FIJO-VOZ|22/12/23|539786|259430
1001|MOVIL-SMS|22/12/23|52647|27952
1001|MOVIL-SMS|22/12/23|52647|27952
1001|MOVIL-SMS|22/12/23|52647|27952
1002|MOVIL-SMS|22/12/23|918|515
1002|MOVIL-VOZ|22/12/23|918|515
1011|FIJO-VOZ|22/12/23|26|7
1011|MOVIL-SMS|22/12/23|26|7
1022|MOVIL-VOZ|22/12/23|33011|14330
1049|MOVIL-VOZ|22/12/23|22159|11661
1059|MOVIL-VOZ|22/12/23|109749|55716
1060|MOVIL-VOZ|22/12/23|12963|6685
1061|MOVIL-SMS|22/12/23|271|146
1066|MOVIL-SMS|22/12/23|200|100
1101|MOVIL-SMS|22/12/23|256|129
1101|MOVIL-SMS|22/12/23|256|129
1113|MOVIL-SMS|22/12/23|3|3
1115|MOVIL-SMS|22/12/23|4975|1448
1115|MOVIL-SMS|22/12/23|4975|1448
123|MOVIL-VOZ|22/12/23|1441|296
2|MOVIL-VOZ|23/12/23|2283633|1148504
1115|MOVIL-SMS|23/12/23|1972|801
494|MOVIL-VOZ|23/12/23|249742|139252
494|MOVIL-VOZ|23/12/23|249742|139252
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
999|FIJO-VOZ|23/12/23|327702|156262
1001|MOVIL-SMS|23/12/23|52437|27559
1001|MOVIL-SMS|23/12/23|52437|27559
1001|MOVIL-SMS|23/12/23|52437|27559
1002|MOVIL-SMS|23/12/23|1008|546
1002|MOVIL-VOZ|23/12/23|1008|546
1011|FIJO-VOZ|23/12/23|16|8
1011|MOVIL-SMS|23/12/23|16|8
1022|MOVIL-VOZ|23/12/23|19075|8606
1049|MOVIL-VOZ|23/12/23|14725|7128
1059|MOVIL-VOZ|23/12/23|62726|29144
1060|MOVIL-VOZ|23/12/23|9131|4595
1061|MOVIL-SMS|23/12/23|117|55
1066|MOVIL-SMS|23/12/23|452|226
1101|MOVIL-SMS|23/12/23|189|96
1101|MOVIL-SMS|23/12/23|189|96
1113|MOVIL-SMS|23/12/23|3|3
1115|MOVIL-SMS|23/12/23|1972|801
123|MOVIL-VOZ|23/12/23|481|140
2|MOVIL-VOZ|24/12/23|1330907|542581
1122|MOVIL-SMS|24/12/23|2|1
494|MOVIL-VOZ|24/12/23|119755|51108
494|MOVIL-VOZ|24/12/23|119755|51108
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
999|FIJO-VOZ|24/12/23|189916|76128
1001|MOVIL-SMS|24/12/23|43918|23032
1001|MOVIL-SMS|24/12/23|43918|23032
1001|MOVIL-SMS|24/12/23|43918|23032
1002|MOVIL-SMS|24/12/23|860|444
1002|MOVIL-VOZ|24/12/23|860|444
1011|FIJO-VOZ|24/12/23|5|4
1011|MOVIL-SMS|24/12/23|5|4
1022|MOVIL-VOZ|24/12/23|11606|4442
1049|MOVIL-VOZ|24/12/23|9761|3956
1059|MOVIL-VOZ|24/12/23|36688|14016
1060|MOVIL-VOZ|24/12/23|4806|1824
1061|MOVIL-SMS|24/12/23|87|38
1066|MOVIL-SMS|24/12/23|488|244
1101|MOVIL-SMS|24/12/23|241|67
1101|MOVIL-SMS|24/12/23|241|67
1115|MOVIL-SMS|24/12/23|877|364
1115|MOVIL-SMS|24/12/23|877|364
123|MOVIL-VOZ|24/12/23|184|63
2|MOVIL-VOZ|25/12/23|956425|366749
1122|MOVIL-SMS|25/12/23|16|3
494|MOVIL-VOZ|25/12/23|82611|34325
494|MOVIL-VOZ|25/12/23|82611|34325
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
999|FIJO-VOZ|25/12/23|131338|50198
1001|MOVIL-SMS|25/12/23|33927|17989
1001|MOVIL-SMS|25/12/23|33927|17989
1001|MOVIL-SMS|25/12/23|33927|17989
1002|MOVIL-SMS|25/12/23|683|357
1002|MOVIL-VOZ|25/12/23|683|357
1011|FIJO-VOZ|25/12/23|2|2
1011|MOVIL-SMS|25/12/23|2|2
1022|MOVIL-VOZ|25/12/23|7592|2622
1049|MOVIL-VOZ|25/12/23|6993|3145
1059|MOVIL-VOZ|25/12/23|26151|9483
1060|MOVIL-VOZ|25/12/23|3207|1174
1061|MOVIL-SMS|25/12/23|95|27
1066|MOVIL-SMS|25/12/23|328|164
1067|MOVIL-SMS|25/12/23|1|1
1067|MOVIL-SMS|25/12/23|1|1
1101|MOVIL-SMS|25/12/23|40|24
1101|MOVIL-SMS|25/12/23|40|24
1113|MOVIL-SMS|25/12/23|3|3
1115|MOVIL-SMS|25/12/23|855|354
1115|MOVIL-SMS|25/12/23|855|354
123|MOVIL-VOZ|25/12/23|251|77
2|MOVIL-VOZ|26/12/23|3710177|1845447
1122|MOVIL-SMS|26/12/23|13|6
494|MOVIL-VOZ|26/12/23|385832|214687
494|MOVIL-VOZ|26/12/23|385832|214687
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
999|FIJO-VOZ|26/12/23|505045|227246
1001|MOVIL-SMS|26/12/23|59583|31691
1001|MOVIL-SMS|26/12/23|59583|31691
1001|MOVIL-SMS|26/12/23|59583|31691
1002|MOVIL-SMS|26/12/23|1311|727
1002|MOVIL-VOZ|26/12/23|1311|727
1011|FIJO-VOZ|26/12/23|6|3
1011|MOVIL-SMS|26/12/23|6|3
1022|MOVIL-VOZ|26/12/23|31561|13879
1049|MOVIL-VOZ|26/12/23|23471|11780
1059|MOVIL-VOZ|26/12/23|104344|48897
1060|MOVIL-VOZ|26/12/23|13559|7083
1061|MOVIL-SMS|26/12/23|329|108
1066|MOVIL-SMS|26/12/23|464|232
1067|MOVIL-SMS|26/12/23|1|1
1067|MOVIL-SMS|26/12/23|1|1
1101|MOVIL-SMS|26/12/23|307|139
1101|MOVIL-SMS|26/12/23|307|139
1113|MOVIL-SMS|26/12/23|2|1
1115|MOVIL-SMS|26/12/23|5224|1631
1115|MOVIL-SMS|26/12/23|5224|1631
123|MOVIL-VOZ|26/12/23|1604|405
2|MOVIL-VOZ|27/12/23|3859897|1908855
1122|MOVIL-SMS|27/12/23|6|4
494|MOVIL-VOZ|27/12/23|376356|203005
494|MOVIL-VOZ|27/12/23|376356|203005
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
999|FIJO-VOZ|27/12/23|531484|242743
1001|MOVIL-SMS|27/12/23|63959|33453
1001|MOVIL-SMS|27/12/23|63959|33453
1001|MOVIL-SMS|27/12/23|63959|33453
1002|MOVIL-SMS|27/12/23|1448|797
1002|MOVIL-VOZ|27/12/23|1448|797
1011|FIJO-VOZ|27/12/23|16|11
1011|MOVIL-SMS|27/12/23|16|11
1022|MOVIL-VOZ|27/12/23|34801|14519
1049|MOVIL-VOZ|27/12/23|20171|9712
1059|MOVIL-VOZ|27/12/23|105861|50415
1060|MOVIL-VOZ|27/12/23|13807|7411
1061|MOVIL-SMS|27/12/23|319|110
1066|MOVIL-SMS|27/12/23|486|243
1067|MOVIL-SMS|27/12/23|6|2
1067|MOVIL-SMS|27/12/23|6|2
1101|MOVIL-SMS|27/12/23|258|146
1101|MOVIL-SMS|27/12/23|258|146
1115|MOVIL-SMS|27/12/23|5728|1741
1115|MOVIL-SMS|27/12/23|5728|1741
123|MOVIL-VOZ|27/12/23|1600|322
2|MOVIL-VOZ|28/12/23|3763636|1879643
1122|MOVIL-SMS|28/12/23|29|8
494|MOVIL-VOZ|28/12/23|375943|205336
494|MOVIL-VOZ|28/12/23|375943|205336
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
999|FIJO-VOZ|28/12/23|535985|249765
1001|MOVIL-SMS|28/12/23|56465|29818
1001|MOVIL-SMS|28/12/23|56465|29818
1001|MOVIL-SMS|28/12/23|56465|29818
1002|MOVIL-SMS|28/12/23|1253|699
1002|MOVIL-VOZ|28/12/23|1253|699
1011|FIJO-VOZ|28/12/23|14|8
1011|MOVIL-SMS|28/12/23|14|8
1022|MOVIL-VOZ|28/12/23|31261|14094
1049|MOVIL-VOZ|28/12/23|20989|9735
1059|MOVIL-VOZ|28/12/23|102415|48314
1060|MOVIL-VOZ|28/12/23|13066|6479
1061|MOVIL-SMS|28/12/23|267|108
1066|MOVIL-SMS|28/12/23|218|109
1067|MOVIL-SMS|28/12/23|4|1
1067|MOVIL-SMS|28/12/23|4|1
1101|MOVIL-SMS|28/12/23|293|152
1101|MOVIL-SMS|28/12/23|293|152
1113|MOVIL-SMS|28/12/23|9|5
1115|MOVIL-SMS|28/12/23|5160|1636
1115|MOVIL-SMS|28/12/23|5160|1636
123|MOVIL-VOZ|28/12/23|1596|387
0|MOVIL-VOZ|29/12/23|2|1
1122|MOVIL-SMS|29/12/23|17|7
2|MOVIL-VOZ|29/12/23|3196319|1588488
123|MOVIL-VOZ|29/12/23|1030|245
494|MOVIL-VOZ|29/12/23|353366|199582
494|MOVIL-VOZ|29/12/23|353366|199582
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
999|FIJO-VOZ|29/12/23|453988|213352
1001|MOVIL-SMS|29/12/23|61619|32298
1001|MOVIL-SMS|29/12/23|61619|32298
1001|MOVIL-SMS|29/12/23|61619|32298
1002|MOVIL-SMS|29/12/23|1262|700
1002|MOVIL-VOZ|29/12/23|1262|700
1011|FIJO-VOZ|29/12/23|8|6
1011|MOVIL-SMS|29/12/23|8|6
1022|MOVIL-VOZ|29/12/23|27100|11743
1049|MOVIL-VOZ|29/12/23|18275|8721
1059|MOVIL-VOZ|29/12/23|87799|40472
1060|MOVIL-VOZ|29/12/23|11600|5737
1061|MOVIL-SMS|29/12/23|250|94
1066|MOVIL-SMS|29/12/23|388|194
1067|MOVIL-SMS|29/12/23|3|2
1067|MOVIL-SMS|29/12/23|3|2
1101|MOVIL-SMS|29/12/23|286|123
1101|MOVIL-SMS|29/12/23|286|123
1113|MOVIL-SMS|29/12/23|4|2
1115|MOVIL-SMS|29/12/23|4183|1305
1115|MOVIL-SMS|29/12/23|4183|1305
0|MOVIL-VOZ|29/12/23|2|1
0|MOVIL-VOZ|30/12/23|2|1
0|MOVIL-VOZ|30/12/23|2|1
2|MOVIL-VOZ|30/12/23|1776772|839447
123|MOVIL-VOZ|30/12/23|353|102
494|MOVIL-VOZ|30/12/23|211938|119415
494|MOVIL-VOZ|30/12/23|211938|119415
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
999|FIJO-VOZ|30/12/23|262541|118241
1001|MOVIL-SMS|30/12/23|50701|26709
1001|MOVIL-SMS|30/12/23|50701|26709
1001|MOVIL-SMS|30/12/23|50701|26709
1002|MOVIL-SMS|30/12/23|980|530
1002|MOVIL-VOZ|30/12/23|980|530
1011|FIJO-VOZ|30/12/23|10|7
1011|MOVIL-SMS|30/12/23|10|7
1022|MOVIL-VOZ|30/12/23|14358|6073
1049|MOVIL-VOZ|30/12/23|12840|5499
1059|MOVIL-VOZ|30/12/23|47669|20296
1060|MOVIL-VOZ|30/12/23|6721|3154
1061|MOVIL-SMS|30/12/23|89|46
1066|MOVIL-SMS|30/12/23|416|208
1101|MOVIL-SMS|30/12/23|139|54
1101|MOVIL-SMS|30/12/23|139|54
1115|MOVIL-SMS|30/12/23|2120|1013
1115|MOVIL-SMS|30/12/23|2120|1013
1122|MOVIL-SMS|30/12/23|1|1
2|MOVIL-VOZ|31/12/23|1224347|478779
1122|MOVIL-SMS|31/12/23|3|1
494|MOVIL-VOZ|31/12/23|106592|43738
494|MOVIL-VOZ|31/12/23|106592|43738
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
999|FIJO-VOZ|31/12/23|177600|68645
1001|MOVIL-SMS|31/12/23|31758|16734
1001|MOVIL-SMS|31/12/23|31758|16734
1001|MOVIL-SMS|31/12/23|31758|16734
1002|MOVIL-SMS|31/12/23|926|472
1002|MOVIL-VOZ|31/12/23|926|472
1011|FIJO-VOZ|31/12/23|8|4
1011|MOVIL-SMS|31/12/23|8|4
1022|MOVIL-VOZ|31/12/23|9986|3577
1049|MOVIL-VOZ|31/12/23|9645|3608
1059|MOVIL-VOZ|31/12/23|35162|12115
1060|MOVIL-VOZ|31/12/23|4482|1585
1061|MOVIL-SMS|31/12/23|128|51
1066|MOVIL-SMS|31/12/23|268|134
1101|MOVIL-SMS|31/12/23|82|26
1101|MOVIL-SMS|31/12/23|82|26
1115|MOVIL-SMS|31/12/23|694|329
1115|MOVIL-SMS|31/12/23|694|329
123|MOVIL-VOZ|31/12/23|381|93
2|MOVIL-VOZ|01/01/24|819812|316948
1115|MOVIL-SMS|01/01/24|559|232
494|MOVIL-VOZ|01/01/24|74113|31492
494|MOVIL-VOZ|01/01/24|74113|31492
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
999|FIJO-VOZ|01/01/24|123326|46955
1001|MOVIL-SMS|01/01/24|16144|8940
1001|MOVIL-SMS|01/01/24|16144|8940
1001|MOVIL-SMS|01/01/24|16144|8940
1002|MOVIL-SMS|01/01/24|315|169
1002|MOVIL-VOZ|01/01/24|315|169
1022|MOVIL-VOZ|01/01/24|6620|2364
1049|MOVIL-VOZ|01/01/24|6966|2624
1059|MOVIL-VOZ|01/01/24|23218|7759
1060|MOVIL-VOZ|01/01/24|2798|1108
1061|MOVIL-SMS|01/01/24|34|16
1101|MOVIL-SMS|01/01/24|33|21
1101|MOVIL-SMS|01/01/24|33|21
1115|MOVIL-SMS|01/01/24|559|232
123|MOVIL-VOZ|01/01/24|419|113
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
999|FIJO-VOZ|02/01/24|472112|209236
1001|MOVIL-SMS|02/01/24|40141|21448
1001|MOVIL-SMS|02/01/24|40141|21448
1001|MOVIL-SMS|02/01/24|40141|21448
1002|MOVIL-SMS|02/01/24|1189|654
1002|MOVIL-VOZ|02/01/24|1189|654
1011|FIJO-VOZ|02/01/24|3|3
1011|MOVIL-SMS|02/01/24|3|3
1022|MOVIL-VOZ|02/01/24|27103|11037
1049|MOVIL-VOZ|02/01/24|18849|8064
1059|MOVIL-VOZ|02/01/24|89917|39983
1060|MOVIL-VOZ|02/01/24|11220|5406
1061|MOVIL-SMS|02/01/24|163|98
1066|MOVIL-SMS|02/01/24|28|14
1101|MOVIL-SMS|02/01/24|243|125
1101|MOVIL-SMS|02/01/24|243|125
1113|MOVIL-SMS|02/01/24|6|5
1115|MOVIL-SMS|02/01/24|5547|1391
1115|MOVIL-SMS|02/01/24|5547|1391
1122|MOVIL-SMS|02/01/24|39|6
2|MOVIL-VOZ|02/01/24|3276445|1568478
123|MOVIL-VOZ|02/01/24|2108|430
494|MOVIL-VOZ|02/01/24|322443|171495
494|MOVIL-VOZ|02/01/24|322443|171495
696|FIJO-VOZ|02/01/24|122868|52484
696|FIJO-VOZ|02/01/24|122868|52484
696|FIJO-VOZ|02/01/24|122868|52484
696|FIJO-VOZ|02/01/24|122868|52484
999|FIJO-VOZ|02/01/24|472112|209236
1115|MOVIL-SMS|03/01/24|6919|1881
1115|MOVIL-SMS|03/01/24|6919|1881
2|MOVIL-VOZ|03/01/24|3821767|1844565
123|MOVIL-VOZ|03/01/24|2603|586
494|MOVIL-VOZ|03/01/24|385219|206475
494|MOVIL-VOZ|03/01/24|385219|206475
696|FIJO-VOZ|03/01/24|131284|54912
696|FIJO-VOZ|03/01/24|131284|54912
696|FIJO-VOZ|03/01/24|131284|54912
696|FIJO-VOZ|03/01/24|131284|54912
999|FIJO-VOZ|03/01/24|553958|251675
